age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
29,technician,single,secondary,no,590,no,no,cellular,27,aug,81,1,94,1,success,yes
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,2,93,8,failure,yes
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success,yes
55,management,married,secondary,no,1504,yes,no,cellular,31,aug,186,3,101,2,success,yes
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,yes
51,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,1,98,2,failure,yes
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other,yes
46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,1,99,2,other,yes
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,1,93,7,success,yes
30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,yes
52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,yes
33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,yes
32,management,single,tertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,2,95,1,success,yes
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes
34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,yes
38,management,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
47,technician,married,secondary,no,1233,yes,no,cellular,11,sep,91,1,100,2,other,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,129,2,failure,yes
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,yes
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
57,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107,2,105,2,success,yes
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,106,1,success,yes
32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
50,management,divorced,tertiary,no,810,no,no,cellular,15,sep,91,1,103,3,success,yes
54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,106,1,105,3,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,yes
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success,yes
37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,1,99,2,success,yes
34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other,yes
40,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,117,1,121,1,success,yes
26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,yes
37,technician,married,secondary,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,1,119,1,failure,yes
54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,2,94,1,success,yes
25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,yes
58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,93,1,success,yes
33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes
27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,yes
56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,yes
35,management,single,tertiary,no,2646,no,no,cellular,13,oct,221,1,182,1,success,yes
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210,1,182,2,success,yes
36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204,2,99,5,failure,yes
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,yes
54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
43,services,married,primary,no,2557,yes,no,telephone,15,oct,166,3,183,5,success,yes
40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,yes
57,management,married,tertiary,no,1318,no,no,cellular,16,oct,115,1,185,2,failure,yes
75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
73,retired,married,secondary,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,143,3,failure,yes
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,yes
39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,yes
65,retired,married,secondary,no,571,yes,no,cellular,20,oct,349,1,183,2,success,yes
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,yes
28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,yes
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes
27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,yes
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,yes
33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
30,technician,single,tertiary,no,411,no,no,cellular,22,oct,127,3,149,2,failure,yes
68,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277,1,184,2,success,yes
41,technician,single,tertiary,no,431,no,no,cellular,22,oct,133,1,107,2,success,yes
29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,yes
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260,2,139,1,other,yes
76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
38,management,married,tertiary,no,4174,no,no,cellular,23,oct,336,2,184,5,failure,yes
33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
77,management,married,secondary,no,1780,yes,no,cellular,23,oct,221,2,183,3,success,yes
35,technician,single,secondary,no,183,no,no,cellular,23,oct,281,1,52,4,failure,yes
59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,yes
73,retired,married,primary,no,542,no,no,cellular,26,oct,355,1,180,5,failure,yes
41,management,single,secondary,no,942,no,no,cellular,27,oct,143,1,188,1,success,yes
28,technician,single,secondary,no,0,yes,no,cellular,27,oct,96,1,267,1,failure,yes
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure,yes
52,services,married,secondary,no,992,yes,no,cellular,27,oct,424,1,515,1,failure,yes
56,management,married,secondary,no,0,no,no,cellular,27,oct,298,1,111,8,other,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,yes
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,yes
26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,failure,yes
30,management,single,tertiary,no,697,no,no,cellular,29,oct,215,3,80,5,success,yes
66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other,yes
61,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,yes
47,management,married,tertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,yes
30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,yes
60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,1,270,1,failure,yes
54,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,1,81,1,failure,yes
36,management,single,tertiary,no,62,yes,no,cellular,3,nov,566,1,182,7,failure,yes
36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,yes
27,management,single,tertiary,no,1720,no,no,cellular,3,nov,284,2,273,1,failure,yes
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
67,retired,married,primary,no,942,no,no,cellular,6,nov,455,2,84,2,other,yes
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,yes
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success,yes
32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,1,91,7,success,yes
24,student,single,secondary,no,125,no,no,cellular,9,nov,263,1,90,1,failure,yes
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
47,admin.,married,secondary,no,0,no,no,cellular,10,nov,213,1,190,1,other,yes
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,yes
33,services,married,secondary,no,1076,no,no,cellular,11,nov,131,1,96,5,failure,yes
35,management,married,tertiary,no,0,yes,no,cellular,11,nov,229,2,96,3,success,yes
53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,3,97,7,success,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,1,91,5,success,yes
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,yes
36,blue-collar,single,secondary,no,3623,no,no,cellular,12,nov,71,1,378,1,success,yes
31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,93,6,success,yes
42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,yes
33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,279,1,failure,yes
32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,yes
54,management,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,1,97,3,success,yes
48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169,1,196,2,success,yes
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,yes
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,yes
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,yes
39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,yes
18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes
67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,1,92,2,failure,yes
31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,yes
36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,yes
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,92,3,failure,yes
33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,1,95,2,failure,yes
34,blue-collar,single,secondary,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
37,technician,single,tertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,yes
43,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,1,88,1,failure,yes
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,yes
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
38,management,married,secondary,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,yes
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes
29,admin.,single,secondary,no,265,yes,no,cellular,25,nov,414,1,184,1,failure,yes
28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,yes
60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,yes
29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,yes
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,yes
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,yes
48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,yes
28,services,single,secondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,yes
28,student,single,secondary,no,78,no,no,cellular,4,dec,232,3,310,2,failure,yes
44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,yes
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,179,1,190,1,success,yes
66,retired,married,secondary,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
58,management,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,success,yes
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
57,management,divorced,secondary,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,yes
59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,2,294,2,failure,yes
35,management,single,tertiary,no,538,no,no,cellular,22,dec,410,3,165,2,other,yes
72,retired,married,primary,no,4657,no,no,cellular,22,dec,305,3,309,5,success,yes
30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,yes
43,management,married,tertiary,no,3518,no,no,cellular,28,dec,206,2,196,2,success,yes
39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,yes
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
23,services,single,secondary,no,870,no,no,cellular,29,dec,296,1,176,4,success,yes
25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes
73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,yes
31,technician,single,secondary,no,2544,no,no,cellular,12,jan,229,1,279,2,success,yes
21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,yes
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,260,1,194,2,success,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,yes
62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,1,90,4,other,yes
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347,1,failure,yes
64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,91,2,failure,yes
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,1,91,1,success,yes
66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
36,management,married,tertiary,no,203,no,no,cellular,25,jan,255,1,88,1,success,yes
42,management,single,secondary,no,942,no,no,cellular,27,jan,245,1,92,2,success,yes
48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,142,1,238,3,other,yes
52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes
61,admin.,married,secondary,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes
20,student,single,secondary,no,829,no,no,cellular,27,jan,196,3,202,2,success,yes
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,186,1,433,1,failure,yes
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98,2,failure,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,120,3,failure,yes
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,yes
30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,1,93,1,other,yes
33,technician,married,secondary,no,303,yes,no,cellular,3,feb,355,1,301,5,success,yes
72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,yes
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92,4,failure,yes
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success,yes
37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure,yes
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,yes
68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,yes
32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276,2,failure,yes
55,admin.,married,secondary,no,602,no,no,cellular,4,feb,390,2,150,6,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
25,management,married,secondary,no,448,no,no,cellular,5,feb,151,1,297,1,success,yes
36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,195,1,176,5,failure,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129,3,other,yes
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,yes
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,yes
22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,yes
45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure,yes
35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure,yes
33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558,7,other,yes
24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,1,92,1,success,yes
18,student,single,secondary,no,108,no,no,cellular,9,feb,92,1,183,1,success,yes
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
27,management,single,tertiary,no,390,no,no,cellular,9,feb,120,2,104,2,failure,yes
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92,2,success,yes
34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,yes
58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,yes
39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,yes
44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
54,management,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,yes
77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes
35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success,yes
60,retired,married,secondary,no,523,no,no,cellular,11,feb,467,1,182,3,success,yes
34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,231,2,297,2,failure,yes
75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
32,technician,married,secondary,no,3271,no,no,cellular,12,feb,375,1,374,1,other,yes
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes
23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
34,management,married,tertiary,no,271,yes,no,cellular,15,feb,308,1,94,4,success,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,yes
66,retired,married,secondary,no,2326,no,yes,cellular,18,feb,232,1,181,1,success,yes
52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes
38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success,yes
22,student,single,secondary,no,1215,no,no,cellular,19,feb,145,3,192,1,failure,yes
60,retired,divorced,secondary,no,1,no,no,cellular,19,feb,302,1,184,1,success,yes
39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
32,management,married,tertiary,no,302,yes,yes,cellular,23,feb,61,1,384,2,failure,yes
20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,yes
60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,187,4,success,yes
70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,yes
22,student,single,secondary,no,948,no,no,telephone,25,feb,169,1,191,3,success,yes
71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
73,retired,married,secondary,no,519,no,no,telephone,26,feb,270,3,133,2,success,yes
28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,yes
27,student,single,tertiary,no,311,no,no,telephone,2,mar,187,3,322,1,other,yes
25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,yes
29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,1,86,5,failure,yes
32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,yes
32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
